"years","L.ht","M.ht","S.ht","L.wt","M.wt","S.wt","L.bmi","M.bmi","S.bmi","L.head","M.head","S.head","L.sitht","M.sitht","S.sitht","L.leglen","M.leglen","S.leglen","L.waist","M.waist","S.waist","L.bfat","M.bfat","S.bfat","sex"
17.167,1,163.52,0.03701,-0.544,56.9892,0.14234,-1.206,20.908,0.12681,NA,NA,NA,1,87.468,0.0438,1,76.973,0.05284,NA,NA,NA,0.3743818,24.45642,0.2222794,"2"
17.25,1,163.52,0.03701,-0.547,57.059,0.14226,-1.205,20.938,0.12676,NA,NA,NA,1,87.505,0.0438,1,76.974,0.05284,NA,NA,NA,0.3843919,24.47169,0.2228652,"2"
17.333,1,163.52,0.03701,-0.551,57.1247,0.14218,-1.204,20.968,0.12671,NA,NA,NA,1,87.54,0.0438,1,76.974,0.05284,NA,NA,NA,0.3944021,24.48745,0.2234522,"2"
17.417,1,163.52,0.037,-0.554,57.1875,0.14211,-1.203,20.997,0.12666,NA,NA,NA,1,87.573,0.0438,1,76.975,0.05284,NA,NA,NA,0.4044123,24.50369,0.22404,"2"
17.5,1,163.53,0.037,-0.557,57.2469,0.14204,-1.201,21.026,0.1266,NA,NA,NA,1,87.603,0.0438,1,76.977,0.05284,NA,NA,NA,0.4144225,24.52042,0.2246286,"2"
17.583,1,163.53,0.03699,-0.56,57.3041,0.14198,-1.2,21.054,0.12656,NA,NA,NA,1,87.631,0.0438,1,76.979,0.05284,NA,NA,NA,0.4244326,24.53762,0.2252175,"2"
17.667,1,163.54,0.03699,-0.563,57.357,0.14192,-1.199,21.082,0.1265,NA,NA,NA,1,87.657,0.0438,1,76.983,0.05284,NA,NA,NA,0.4344428,24.55529,0.2258068,"2"
17.75,1,163.55,0.03698,-0.565,57.407,0.14187,-1.197,21.11,0.12646,NA,NA,NA,1,87.681,0.0438,1,76.987,0.05284,NA,NA,NA,0.4444529,24.57342,0.2263961,"2"
17.833,1,163.56,0.03697,-0.568,57.4557,0.14182,-1.196,21.137,0.12641,NA,NA,NA,1,87.703,0.0438,1,76.992,0.05284,NA,NA,NA,0.4544631,24.59198,0.2269854,"2"
17.917,1,163.57,0.03696,-0.57,57.5008,0.14177,-1.195,21.164,0.12636,NA,NA,NA,1,87.722,0.0438,1,76.998,0.05284,NA,NA,NA,0.4644733,24.61094,0.2275746,"2"
18,1,163.57,0.03695,-0.572,57.544,0.14173,-1.194,21.19,0.12631,NA,NA,NA,1,87.741,0.0438,1,77.004,0.05284,NA,NA,NA,0.4744835,24.63026,0.2281636,"2"
18.083,1,163.58,0.03695,-0.574,57.5847,0.14168,-1.193,21.216,0.12627,NA,NA,NA,1,87.759,0.0438,1,77.012,0.05284,NA,NA,NA,0.4844936,24.6499,0.2287522,"2"
18.167,1,163.59,0.03694,-0.576,57.6235,0.14165,-1.191,21.242,0.12622,NA,NA,NA,1,87.775,0.0438,1,77.019,0.05284,NA,NA,NA,0.4945038,24.66984,0.2293404,"2"
18.25,1,163.6,0.03693,-0.578,57.66,0.14161,-1.19,21.267,0.12617,NA,NA,NA,1,87.791,0.0438,1,77.027,0.05284,NA,NA,NA,0.504514,24.69003,0.2299281,"2"
18.333,1,163.6,0.03693,-0.58,57.6953,0.14157,-1.189,21.293,0.12613,NA,NA,NA,1,87.806,0.0438,1,77.035,0.05284,NA,NA,NA,0.5145242,24.71045,0.2305153,"2"
18.417,1,163.61,0.03692,-0.582,57.7288,0.14154,-1.188,21.317,0.12608,NA,NA,NA,1,87.821,0.0438,1,77.043,0.05284,NA,NA,NA,0.5245343,24.73105,0.2311018,"2"
18.5,1,163.61,0.03692,-0.583,57.76,0.14151,-1.186,21.342,0.12604,NA,NA,NA,1,87.836,0.0438,1,77.052,0.05284,NA,NA,NA,0.5345445,24.7518,0.2316878,"2"
18.583,1,163.62,0.03691,-0.585,57.7904,0.14148,-1.185,21.366,0.126,NA,NA,NA,1,87.851,0.0438,1,77.061,0.05284,NA,NA,NA,0.5445547,24.77267,0.2322732,"2"
18.667,1,163.62,0.03691,-0.586,57.8199,0.14145,-1.184,21.39,0.12595,NA,NA,NA,1,87.866,0.0438,1,77.07,0.05284,NA,NA,NA,0.5545648,24.79363,0.232858,"2"
18.75,1,163.62,0.03691,-0.588,57.847,0.14142,-1.183,21.413,0.12591,NA,NA,NA,1,87.882,0.0438,1,77.078,0.05284,NA,NA,NA,0.564575,24.81466,0.2334421,"2"
18.833,1,163.63,0.03691,-0.589,57.8728,0.1414,-1.181,21.436,0.12587,NA,NA,NA,1,87.898,0.0438,1,77.087,0.05284,NA,NA,NA,0.5745852,24.83573,0.2340256,"2"
18.917,1,163.63,0.03691,-0.59,57.897,0.14137,-1.18,21.459,0.12582,NA,NA,NA,1,87.914,0.0438,1,77.096,0.05284,NA,NA,NA,0.5845954,24.85684,0.2346086,"2"
19,1,163.63,0.03691,-0.591,57.92,0.14135,-1.179,21.482,0.12578,NA,NA,NA,1,87.93,0.0438,1,77.104,0.05284,NA,NA,NA,0.5946055,24.87795,0.235191,"2"
19.083,1,163.63,0.03691,-0.593,57.9421,0.14133,-1.178,21.504,0.12574,NA,NA,NA,1,87.945,0.0438,1,77.113,0.05284,NA,NA,NA,0.6046157,24.89906,0.2357728,"2"
19.167,1,163.63,0.03691,-0.594,57.9627,0.14131,-1.177,21.527,0.1257,NA,NA,NA,1,87.961,0.0438,1,77.122,0.05284,NA,NA,NA,0.6146259,24.92017,0.2363541,"2"
19.25,1,163.63,0.03691,-0.595,57.982,0.14129,-1.175,21.548,0.12566,NA,NA,NA,1,87.979,0.0438,1,77.129,0.05284,NA,NA,NA,0.6246361,24.94127,0.2369347,"2"
19.333,1,163.63,0.03691,-0.595,58.0002,0.14127,-1.174,21.57,0.12561,NA,NA,NA,1,87.997,0.0438,1,77.136,0.05284,NA,NA,NA,0.6346462,24.96235,0.2375148,"2"
19.417,1,163.63,0.03691,-0.596,58.0164,0.14126,-1.173,21.591,0.12558,NA,NA,NA,1,88.015,0.0438,1,77.143,0.05284,NA,NA,NA,0.6446564,24.98343,0.2380946,"2"
19.5,1,163.63,0.0369,-0.597,58.032,0.14124,-1.172,21.612,0.12554,NA,NA,NA,1,88.034,0.0438,1,77.15,0.05284,NA,NA,NA,0.6546665,25.00449,0.238674,"2"
19.583,1,163.63,0.0369,-0.598,58.0464,0.14123,-1.171,21.633,0.1255,NA,NA,NA,1,88.058,0.0438,1,77.152,0.05284,NA,NA,NA,0.6646767,25.02554,0.2392533,"2"
19.667,1,163.63,0.0369,-0.599,58.0597,0.14122,-1.169,21.653,0.12546,NA,NA,NA,1,88.082,0.0438,1,77.154,0.05284,NA,NA,NA,0.6746869,25.04657,0.2398323,"2"
19.75,1,163.63,0.0369,-0.599,58.072,0.1412,-1.168,21.674,0.12542,NA,NA,NA,1,88.106,0.0438,1,77.155,0.05284,NA,NA,NA,0.6846971,25.0676,0.2404113,"2"
19.833,1,163.64,0.0369,-0.6,58.0833,0.14119,-1.167,21.695,0.12538,NA,NA,NA,1,88.13,0.0438,1,77.157,0.05284,NA,NA,NA,0.6947072,25.08863,0.2409903,"2"
19.917,1,163.64,0.0369,-0.6,58.0936,0.14118,-1.166,21.715,0.12534,NA,NA,NA,1,88.154,0.0438,1,77.159,0.05284,NA,NA,NA,NA,NA,NA,"2"
20,1,163.64,0.0369,-0.601,58.104,0.14117,-1.165,21.735,0.1253,NA,NA,NA,1,88.177,0.0438,1,77.161,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.083,1,163.64,0.0369,-0.601,58.1127,0.14116,-1.163,21.755,0.12527,NA,NA,NA,1,88.201,0.0438,1,77.162,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.167,1,163.64,0.0369,-0.602,58.1217,0.14116,-1.162,21.774,0.12523,NA,NA,NA,1,88.225,0.0438,1,77.164,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.25,1,163.65,0.03689,-0.602,58.129,0.14115,-1.161,21.793,0.12519,NA,NA,NA,1,88.249,0.0438,1,77.166,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.333,1,163.65,0.03689,-0.602,58.136,0.14114,-1.16,21.813,0.12516,NA,NA,NA,1,88.273,0.0438,1,77.168,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.417,1,163.65,0.03689,-0.603,58.1426,0.14114,-1.159,21.832,0.12512,NA,NA,NA,1,88.297,0.0438,1,77.169,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.5,1,163.65,0.03689,-0.603,58.148,0.14113,-1.158,21.851,0.12508,NA,NA,NA,1,88.321,0.0438,1,77.171,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.583,1,163.65,0.03689,-0.603,58.153,0.14113,-1.156,21.87,0.12505,NA,NA,NA,1,88.345,0.0438,1,77.173,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.667,1,163.65,0.03689,-0.604,58.1567,0.14112,-1.155,21.888,0.12501,NA,NA,NA,1,88.371,0.0438,1,77.177,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.75,1,163.65,0.03689,-0.604,58.16,0.14112,-1.154,21.907,0.12498,NA,NA,NA,1,88.403,0.0438,1,77.184,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.833,1,163.65,0.03689,-0.604,58.1619,0.14112,-1.153,21.925,0.12494,NA,NA,NA,1,88.434,0.0438,1,77.191,0.05284,NA,NA,NA,NA,NA,NA,"2"
20.917,1,163.65,0.03689,-0.604,58.163,0.14112,-1.152,21.943,0.1249,NA,NA,NA,1,88.465,0.0438,1,77.199,0.05284,NA,NA,NA,NA,NA,NA,"2"
21,1,163.66,0.03689,-0.604,58.163,0.14112,-1.151,21.961,0.12487,NA,NA,NA,1,88.496,0.0438,1,77.206,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.083,1,163.66,0.03689,-0.604,58.164,0.14112,-1.149,21.979,0.12484,NA,NA,NA,1,88.529,0.0438,1,77.217,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.167,1,163.66,0.03689,-0.604,58.165,0.14111,-1.148,21.997,0.1248,NA,NA,NA,1,88.565,0.0438,1,77.231,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.25,1,163.67,0.03688,-0.604,58.167,0.14111,-1.147,22.015,0.12477,NA,NA,NA,1,88.601,0.0438,1,77.245,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.333,1,163.67,0.03688,-0.604,58.1707,0.14111,-1.146,22.032,0.12473,NA,NA,NA,1,88.637,0.0438,1,77.26,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.417,1,163.68,0.03688,-0.604,58.1738,0.1411,-1.145,22.05,0.1247,NA,NA,NA,1,88.673,0.0438,1,77.274,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.5,1,163.69,0.03687,-0.605,58.178,0.14109,-1.144,22.067,0.12467,NA,NA,NA,1,88.711,0.0438,1,77.292,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.583,1,163.69,0.03687,-0.605,58.1833,0.14109,-1.143,22.085,0.12463,NA,NA,NA,1,88.754,0.0438,1,77.316,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.667,1,163.7,0.03687,-0.605,58.1887,0.14108,-1.142,22.102,0.1246,NA,NA,NA,1,88.797,0.0438,1,77.339,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.75,1,163.71,0.03686,-0.606,58.194,0.14107,-1.14,22.119,0.12456,NA,NA,NA,1,88.839,0.0438,1,77.363,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.833,1,163.72,0.03686,-0.606,58.2003,0.14106,-1.139,22.136,0.12453,NA,NA,NA,1,88.882,0.0438,1,77.386,0.05284,NA,NA,NA,NA,NA,NA,"2"
21.917,1,163.73,0.03685,-0.606,58.2066,0.14105,-1.138,22.153,0.1245,NA,NA,NA,1,88.925,0.0438,1,77.41,0.05284,NA,NA,NA,NA,NA,NA,"2"
22,1,163.73,0.03685,-0.607,58.213,0.14104,-1.137,22.17,0.12447,NA,NA,NA,1,88.967,0.0438,1,77.434,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.083,1,163.74,0.03684,-0.607,58.22,0.14104,-1.136,22.187,0.12443,NA,NA,NA,1,89.01,0.0438,1,77.457,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.167,1,163.75,0.03684,-0.607,58.2267,0.14103,-1.135,22.203,0.1244,NA,NA,NA,1,89.052,0.0438,1,77.481,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.25,1,163.76,0.03683,-0.608,58.233,0.14102,-1.134,22.22,0.12437,NA,NA,NA,1,89.096,0.0438,1,77.506,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.333,1,163.77,0.03683,-0.608,58.2401,0.14101,-1.133,22.237,0.12434,NA,NA,NA,1,89.146,0.0438,1,77.537,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.417,1,163.78,0.03682,-0.608,58.2476,0.141,-1.132,22.254,0.1243,NA,NA,NA,1,89.196,0.0438,1,77.569,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.5,1,163.78,0.03682,-0.609,58.2546,0.14099,-1.131,22.271,0.12427,NA,NA,NA,1,89.247,0.0438,1,77.6,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.583,1,163.79,0.03682,-0.609,58.262,0.14098,-1.13,22.287,0.12424,NA,NA,NA,1,89.297,0.0438,1,77.632,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.667,1,163.8,0.03681,-0.61,58.269,0.14096,-1.129,22.303,0.12421,NA,NA,NA,1,89.347,0.0438,1,77.663,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.75,1,163.8,0.03681,-0.61,58.277,0.14095,-1.127,22.319,0.12418,NA,NA,NA,1,89.399,0.0438,1,77.697,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.833,1,163.81,0.03681,-0.61,58.284,0.14094,-1.126,22.336,0.12414,NA,NA,NA,1,89.456,0.0438,1,77.735,0.05284,NA,NA,NA,NA,NA,NA,"2"
22.917,1,163.82,0.0368,-0.611,58.2917,0.14093,-1.125,22.352,0.12411,NA,NA,NA,1,89.513,0.0438,1,77.773,0.05284,NA,NA,NA,NA,NA,NA,"2"
23,1,163.82,0.0368,-0.611,58.297,0.14093,-1.125,22.364,0.12409,NA,NA,NA,1,89.57,0.0438,1,77.811,0.05284,NA,NA,NA,NA,NA,NA,"2"
